Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN15845,2,0,1,3,Meal Plan 2,0,Room_Type 1,282,2018,12,29,Online,0,0,0,115.6,0,0
INN12566,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,4,11,Online,0,0,0,105.3,0,1
INN18209,2,1,1,2,Meal Plan 1,0,Room_Type 1,81,2018,10,21,Online,0,0,0,135.0,0,1
INN08411,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,2,27,Online,0,0,0,80.0,0,0
INN23826,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86.0,0,0
INN16682,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,11,2,Online,0,0,0,108.0,1,0
INN16402,2,0,1,3,Meal Plan 1,0,Room_Type 1,10,2018,3,14,Online,0,0,0,83.93,1,0
INN03729,2,0,0,2,Meal Plan 1,0,Room_Type 1,115,2018,7,8,Online,0,0,0,114.3,0,1
INN16264,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,1
INN14669,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,5,20,Online,0,0,0,140.4,1,0
INN02967,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Online,0,0,0,110.0,1,1
INN12133,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2017,9,25,Online,0,0,0,190.0,1,0
INN26731,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107.0,1,1
INN14810,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,1
INN32438,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,6,20,Corporate,1,0,21,67.0,1,0
INN11069,3,0,1,1,Meal Plan 1,0,Room_Type 4,52,2018,5,28,Online,0,0,0,159.3,2,0
INN13950,2,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,6,27,Online,0,0,0,92.65,1,0
INN14976,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,9,26,Online,0,0,0,111.2,0,1
INN14662,1,0,0,1,Meal Plan 1,1,Room_Type 1,20,2018,11,29,Corporate,1,0,10,88.0,1,0
INN21964,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,23,Online,0,0,0,97.0,1,0
INN33633,2,0,0,1,Meal Plan 1,0,Room_Type 1,101,2018,5,19,Online,0,0,0,126.9,0,0
INN12731,2,1,0,2,Meal Plan 1,0,Room_Type 1,157,2018,7,14,Online,0,0,0,121.5,2,1
INN14764,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,2,12,Online,0,0,0,79.0,0,0
INN00744,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,1
INN22455,1,0,0,3,Meal Plan 1,0,Room_Type 1,94,2018,9,22,Offline,0,0,0,85.0,0,1
INN26557,3,0,2,2,Meal Plan 1,0,Room_Type 4,2,2018,3,27,Online,0,0,0,147.0,2,0
INN05278,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,0
INN11401,2,0,1,0,Not Selected,0,Room_Type 1,19,2018,9,25,Online,0,0,0,129.0,2,0
INN27712,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,109.0,0,1
INN13032,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,2018,9,22,Offline,0,0,0,95.67,0,0
INN31606,3,0,1,2,Meal Plan 1,1,Room_Type 4,172,2018,7,22,Online,0,0,0,140.7,2,1
INN11840,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,80.0,0,1
INN16630,2,0,1,2,Meal Plan 1,0,Room_Type 1,88,2018,3,4,Offline,0,0,0,60.0,1,0
INN19439,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,3,26,Online,0,0,0,136.0,0,1
INN11703,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,7,19,Online,0,0,0,87.78,2,0
INN25438,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,8,1,Online,0,0,0,115.0,1,0
INN23997,2,0,2,2,Meal Plan 1,0,Room_Type 1,149,2017,8,29,Online,0,0,0,80.75,0,1
INN28633,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,4,1,Corporate,1,0,1,84.0,1,0
INN15496,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,8,13,Online,0,0,0,174.0,2,0
INN07291,2,0,2,3,Meal Plan 1,0,Room_Type 4,127,2018,4,15,Online,0,0,0,91.29,0,0
INN11308,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2017,11,18,Corporate,0,0,0,75.0,0,0
INN17449,2,2,0,2,Meal Plan 2,0,Room_Type 6,22,2018,8,19,Online,0,0,0,288.0,2,0
INN16254,2,0,2,1,Not Selected,0,Room_Type 1,17,2018,7,17,Offline,0,0,0,75.0,0,0
INN15498,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,1
INN22947,2,0,2,1,Meal Plan 1,0,Room_Type 1,265,2018,11,20,Online,0,0,0,78.3,2,1
INN24259,2,0,0,1,Not Selected,0,Room_Type 1,97,2018,5,19,Online,0,0,0,116.1,1,0
INN25927,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,27,Offline,0,0,0,106.4,0,0
INN03945,2,0,0,2,Meal Plan 1,1,Room_Type 1,9,2017,8,20,Online,0,0,0,99.0,3,0
INN09393,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,9,1,Online,0,0,0,122.0,0,0
INN20056,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,1
INN07022,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,5,31,Complementary,0,0,0,0.0,0,0
INN03942,2,0,2,1,Meal Plan 1,0,Room_Type 2,44,2018,4,23,Offline,0,0,0,95.0,0,0
INN27145,2,0,2,5,Meal Plan 1,0,Room_Type 1,3,2017,9,10,Online,0,0,0,137.29,2,0
INN34958,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2018,7,23,Offline,0,0,0,85.0,0,0
INN20963,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,6,5,Online,0,0,0,111.85,1,0
INN00096,2,1,0,2,Meal Plan 1,1,Room_Type 1,134,2018,8,4,Online,0,0,0,130.5,2,0
INN06280,2,0,2,2,Meal Plan 1,0,Room_Type 1,82,2018,11,13,Online,0,0,0,107.0,1,0
INN09797,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,1
INN20698,2,0,0,5,Meal Plan 1,0,Room_Type 4,115,2018,8,23,Online,0,0,0,131.4,2,0
INN23682,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,0,0
INN13095,2,0,2,2,Meal Plan 1,0,Room_Type 1,90,2017,12,4,Online,0,0,0,72.25,1,0
INN18577,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,0
INN26896,0,2,0,3,Meal Plan 1,0,Room_Type 2,150,2018,5,31,Online,0,0,0,95.82,1,0
INN26778,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,36.25,0,0
INN04381,2,0,0,1,Not Selected,0,Room_Type 1,113,2018,10,13,Online,0,0,0,108.0,1,1
INN35943,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,1
INN23422,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,4,23,Online,0,0,0,118.8,1,0
INN31074,2,0,1,1,Not Selected,0,Room_Type 1,36,2018,2,13,Online,0,0,0,67.5,1,0
INN05490,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,1
INN21082,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,7,Online,0,0,0,119.35,0,0
INN00963,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,8,30,Online,0,0,0,90.0,2,0
INN27061,2,0,2,0,Meal Plan 1,0,Room_Type 4,160,2018,10,30,Online,0,0,0,113.4,2,1
INN25049,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,0
INN18095,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,0
INN12953,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,10,21,Online,0,0,0,140.0,1,0
INN35396,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,1,0
INN35375,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,1,30,Online,1,0,1,78.5,1,0
INN19813,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,1
INN32061,1,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,11,7,Online,0,0,0,210.0,2,0
INN18060,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,2018,11,23,Online,0,0,0,68.07,1,0
INN06809,2,0,1,4,Meal Plan 1,0,Room_Type 2,17,2018,1,25,Online,0,0,0,77.25,0,0
INN31574,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,0
INN24255,2,0,2,3,Not Selected,0,Room_Type 1,89,2018,12,22,Online,0,0,0,74.8,1,0
INN13562,2,0,0,2,Meal Plan 1,0,Room_Type 4,56,2018,5,13,Online,0,0,0,140.4,1,0
INN30568,2,0,1,2,Meal Plan 1,0,Room_Type 4,64,2018,10,31,Online,0,0,0,105.6,4,0
INN09264,1,1,0,3,Meal Plan 1,0,Room_Type 1,108,2018,5,4,Online,0,0,0,92.4,0,0
INN15901,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,0
INN24516,2,0,1,2,Meal Plan 1,0,Room_Type 1,126,2018,9,12,Offline,0,0,0,80.75,1,1
INN11013,2,0,2,1,Meal Plan 2,0,Room_Type 1,57,2018,10,29,Online,0,0,0,141.3,1,1
INN14071,2,0,0,1,Meal Plan 1,0,Room_Type 1,218,2018,8,6,Online,0,0,0,96.3,1,1
INN29907,1,0,0,2,Meal Plan 1,0,Room_Type 1,136,2018,8,26,Online,0,0,0,90.9,0,0
INN28091,2,0,0,3,Not Selected,1,Room_Type 1,35,2018,10,27,Online,0,0,0,118.0,2,0
INN10187,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,0
INN19375,2,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,11,3,Online,0,0,0,130.0,2,0
INN35609,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,0
INN28167,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,1
INN14333,2,0,1,3,Not Selected,0,Room_Type 1,127,2018,5,9,Online,0,0,0,89.25,1,1
INN02350,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78.0,1,0
INN33648,2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,3,4,Online,0,0,0,58.94,1,0
INN18495,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,0
INN03037,2,0,1,4,Meal Plan 1,0,Room_Type 2,16,2018,1,25,Online,0,0,0,77.25,0,0
INN27700,2,1,1,3,Meal Plan 1,0,Room_Type 4,38,2018,4,21,Online,0,0,0,118.8,0,1
INN04875,2,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,21,Online,0,0,0,156.0,1,0
INN02349,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,0
INN08829,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Corporate,0,0,0,123.0,0,0
INN08811,2,0,0,1,Meal Plan 1,0,Room_Type 4,35,2017,12,26,Online,0,0,0,97.0,1,0
INN02622,1,0,1,2,Meal Plan 1,0,Room_Type 1,152,2018,8,26,Online,0,0,0,90.9,0,1
INN08646,2,2,2,1,Meal Plan 1,0,Room_Type 6,56,2018,8,13,Online,0,0,0,207.9,1,0
INN20510,2,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,8,22,Online,0,0,0,156.0,1,0
INN12588,2,0,0,3,Meal Plan 1,0,Room_Type 1,230,2018,10,19,Online,0,0,0,96.3,0,1
INN23610,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,0
INN16256,3,0,0,3,Meal Plan 1,0,Room_Type 4,89,2018,9,20,Online,0,0,0,168.3,1,0
INN19010,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2018,11,2,Offline,0,0,0,75.0,0,0
INN15892,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,11,25,Offline,0,0,0,75.0,0,0
INN33978,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,0
INN15289,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,1
INN20397,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,0
INN23635,2,0,0,2,Meal Plan 1,0,Room_Type 1,93,2018,3,4,Offline,0,0,0,60.0,1,0
INN28007,2,0,0,3,Meal Plan 2,1,Room_Type 4,7,2018,4,21,Online,0,0,0,183.0,1,0
INN31174,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,1
INN18320,2,0,1,3,Meal Plan 1,0,Room_Type 1,67,2018,5,30,Offline,0,0,0,80.75,0,0
INN22825,2,0,2,3,Meal Plan 1,0,Room_Type 4,83,2018,5,1,Online,0,0,0,132.6,1,0
INN14478,1,0,0,4,Meal Plan 1,0,Room_Type 5,13,2018,2,3,Corporate,0,0,0,86.0,0,0
INN03583,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,16,Offline,0,0,0,48.0,0,0
INN18867,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,30,Corporate,1,0,1,65.0,0,0
INN25024,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,12,27,Offline,0,0,0,60.0,0,0
INN20458,2,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,5,12,Offline,0,0,0,80.75,1,0
INN15688,3,0,0,3,Meal Plan 1,0,Room_Type 4,232,2018,11,24,Online,0,0,0,110.7,0,1
INN03296,2,0,0,3,Meal Plan 1,0,Room_Type 4,122,2018,5,12,Online,0,0,0,121.5,1,0
INN29513,1,0,2,4,Not Selected,0,Room_Type 1,3,2018,1,3,Online,0,0,0,54.0,0,0
INN04402,0,2,2,2,Meal Plan 1,0,Room_Type 2,208,2018,10,23,Online,0,0,0,88.77,2,0
INN32211,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,1,1
INN36229,1,0,2,1,Meal Plan 1,0,Room_Type 1,23,2017,9,5,Online,0,0,0,95.0,1,0
INN02404,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,5,30,Corporate,1,3,34,65.0,0,0
INN15549,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,20,Online,0,0,0,138.0,1,0
INN16665,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,1
INN28417,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2017,9,19,Corporate,0,0,0,120.0,0,0
INN07301,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,10,16,Online,0,0,0,120.0,1,0
INN09071,2,0,1,0,Not Selected,0,Room_Type 1,6,2018,8,21,Offline,0,0,0,75.0,0,0
INN08127,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,0
INN33336,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,7,12,Offline,0,0,0,72.25,0,0
INN05836,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,10,15,Offline,0,0,0,85.0,0,0
INN16774,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,12,16,Corporate,0,0,0,67.0,0,0
INN02110,2,0,0,4,Meal Plan 1,0,Room_Type 1,40,2018,11,2,Offline,0,0,0,75.0,1,0
INN29607,2,0,1,5,Meal Plan 1,0,Room_Type 4,14,2018,11,7,Online,0,0,0,122.96,1,0
INN09070,2,0,2,2,Not Selected,0,Room_Type 1,91,2018,5,22,Online,0,0,0,109.65,1,0
INN04787,1,0,1,0,Not Selected,0,Room_Type 5,3,2018,9,26,Online,0,0,0,195.0,0,0
INN19654,3,0,0,1,Meal Plan 1,0,Room_Type 4,50,2018,10,18,Online,0,0,0,158.4,1,0
INN19245,2,0,0,2,Not Selected,0,Room_Type 1,39,2018,2,19,Online,0,0,0,75.8,1,0
INN11192,3,0,1,2,Meal Plan 1,0,Room_Type 4,198,2018,8,22,Online,0,0,0,137.7,0,1
INN00411,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,2018,5,30,Online,0,0,0,119.85,1,0
INN31367,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,7,25,Online,0,0,0,99.9,1,0
INN23163,3,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,4,Online,0,0,0,119.0,1,0
INN06550,1,0,2,0,Not Selected,0,Room_Type 1,6,2018,5,8,Online,0,0,0,99.0,2,0
INN17758,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,1
INN14231,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,4,13,Online,0,0,0,99.45,2,0
INN18366,2,0,1,1,Meal Plan 1,0,Room_Type 1,28,2017,10,5,Offline,0,0,0,70.0,0,1
INN20858,2,0,2,3,Meal Plan 1,0,Room_Type 1,205,2018,7,22,Online,0,0,0,90.95,0,1
INN02190,2,1,0,4,Meal Plan 1,0,Room_Type 1,0,2018,2,23,Online,0,0,0,112.0,1,0
INN35456,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,6,Offline,0,0,0,106.4,0,0
INN24354,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,3,25,Offline,0,0,0,79.0,0,0
INN33529,2,0,2,0,Not Selected,0,Room_Type 1,4,2018,9,25,Online,0,0,0,160.0,0,0
INN02817,2,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,8,9,Online,0,0,0,144.1,0,0
INN08042,2,0,2,5,Not Selected,0,Room_Type 1,0,2017,8,29,Online,0,0,0,99.14,0,0
INN13050,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,1
INN16075,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,12,16,Offline,0,0,0,75.0,0,0
INN34500,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,1
INN33016,2,0,0,3,Not Selected,0,Room_Type 1,6,2018,3,8,Online,0,0,0,91.0,1,0
INN17366,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,98.0,0,0
INN22611,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,5,29,Online,0,0,0,98.6,0,1
INN06052,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,0
INN11444,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,0
INN30092,2,0,1,0,Meal Plan 1,0,Room_Type 4,6,2018,6,20,Complementary,0,0,0,0.0,1,0
INN27831,2,1,0,3,Meal Plan 1,0,Room_Type 6,18,2018,4,20,Online,0,0,0,167.74,2,0
INN22478,1,0,1,0,Not Selected,0,Room_Type 1,7,2018,4,11,Online,0,0,0,89.0,0,0
INN22167,2,0,2,3,Meal Plan 1,0,Room_Type 4,115,2018,4,29,Online,0,0,0,104.55,1,1
INN25479,1,0,3,7,Meal Plan 1,0,Room_Type 1,3,2018,9,26,Corporate,1,4,46,65.0,0,0
INN34878,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,0
INN04586,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,11,Corporate,1,0,3,84.0,0,0
INN30318,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,0
INN31682,2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2017,9,12,Offline,0,0,0,76.5,0,0
INN31819,3,1,0,3,Meal Plan 1,0,Room_Type 6,2,2018,10,19,Online,0,0,0,198.28,1,0
INN29148,2,0,2,5,Meal Plan 1,0,Room_Type 1,25,2017,11,10,Offline,0,0,0,68.0,1,0
INN14588,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,1
INN20792,2,0,2,3,Meal Plan 1,0,Room_Type 1,117,2018,7,8,Online,0,0,0,116.05,1,0
INN11498,2,0,1,1,Meal Plan 1,0,Room_Type 1,40,2017,10,5,Offline,0,0,0,70.0,0,0
INN27265,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,86.0,0,0
INN04418,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,0
INN31720,2,1,2,4,Meal Plan 1,0,Room_Type 1,132,2018,7,14,Online,0,0,0,114.75,0,1
INN14419,2,2,0,4,Meal Plan 1,0,Room_Type 6,9,2018,5,11,Online,0,0,0,221.0,0,1
INN08966,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2017,8,18,Corporate,0,0,0,65.0,0,0
INN09060,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,0
INN19482,1,0,1,2,Meal Plan 1,0,Room_Type 1,28,2017,10,19,Offline,0,0,0,77.0,0,0
INN28189,2,0,1,4,Meal Plan 1,0,Room_Type 1,234,2018,12,12,Online,0,0,0,76.84,1,0
INN16251,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,41.43,2,0
INN31508,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,0
INN04042,2,0,0,1,Meal Plan 1,0,Room_Type 6,25,2018,5,19,Online,0,0,0,221.0,0,1
INN24786,2,1,1,2,Meal Plan 1,0,Room_Type 1,34,2018,2,22,Offline,0,0,0,77.6,2,0
INN12742,1,0,0,2,Not Selected,0,Room_Type 1,13,2018,4,26,Online,0,0,0,104.0,0,0
INN01655,2,0,2,5,Meal Plan 2,0,Room_Type 1,191,2018,9,7,Offline,0,0,0,80.75,1,0
INN26777,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,0
INN35746,2,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,3,7,Online,0,0,0,91.0,0,1
INN20084,2,0,0,1,Not Selected,0,Room_Type 1,198,2018,9,15,Online,0,0,0,116.1,3,0
INN06883,2,0,0,3,Meal Plan 1,0,Room_Type 1,111,2018,3,23,Offline,0,0,0,60.0,0,0
INN34866,2,0,2,2,Not Selected,0,Room_Type 1,15,2018,8,20,Online,0,0,0,129.0,1,1
INN16943,2,0,2,5,Meal Plan 1,0,Room_Type 2,69,2017,12,29,Online,0,0,0,92.43,0,0
INN29197,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,15,Corporate,0,0,0,65.0,0,0
INN22609,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,0
INN23993,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,0
INN30070,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,1
INN15852,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,0
INN10559,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,10,Online,0,0,0,89.59,1,0
INN28761,2,0,0,2,Not Selected,0,Room_Type 1,49,2018,5,6,Online,0,0,0,116.1,0,1
INN30381,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,1
INN10512,2,0,0,3,Meal Plan 2,0,Room_Type 1,226,2018,10,25,Offline,0,0,0,102.76,0,1
INN18000,3,0,1,2,Meal Plan 2,0,Room_Type 4,50,2018,9,2,Online,0,0,0,193.5,0,0
INN15653,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,0
INN21116,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,1
INN20971,2,0,0,3,Not Selected,0,Room_Type 1,37,2018,12,28,Online,0,0,0,120.0,0,1
INN12716,2,0,1,4,Meal Plan 1,0,Room_Type 1,183,2018,8,3,Offline,0,0,0,112.0,1,1
INN03063,2,0,2,3,Meal Plan 1,0,Room_Type 4,1,2018,1,8,Online,0,0,0,59.75,0,0
INN32359,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2018,4,15,Online,0,0,0,90.95,0,1
INN26164,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,2018,11,5,Offline,0,0,0,112.0,0,0
INN09199,2,0,2,0,Not Selected,0,Room_Type 1,22,2018,8,21,Online,0,0,0,139.0,1,1
INN29506,2,0,1,3,Meal Plan 1,0,Room_Type 4,267,2018,10,24,Online,0,0,0,105.83,1,1
INN20502,2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,88.4,1,0
INN22226,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,0
INN12959,2,0,0,2,Not Selected,0,Room_Type 2,107,2018,6,14,Online,0,0,0,116.1,0,1
INN35216,1,0,0,3,Meal Plan 1,0,Room_Type 4,68,2018,4,21,Online,0,0,0,112.2,1,0
INN34782,2,0,2,1,Not Selected,0,Room_Type 1,57,2017,10,10,Online,0,0,0,78.69,1,0
INN28617,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,11,18,Online,0,0,0,95.0,1,0
INN16218,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,8,29,Offline,0,0,0,80.0,0,0
INN16750,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2017,10,19,Online,0,0,0,155.0,2,0
INN04517,2,0,1,2,Meal Plan 1,0,Room_Type 1,174,2018,7,25,Online,0,0,0,112.0,1,1
INN18027,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,9,7,Online,0,0,0,135.0,0,0
INN02248,2,0,2,5,Meal Plan 1,0,Room_Type 4,296,2018,7,24,Online,0,0,0,104.4,1,1
INN10102,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,6,10,Offline,0,0,0,90.67,0,0
INN11914,2,0,2,3,Not Selected,0,Room_Type 1,198,2018,12,8,Online,0,0,0,63.75,2,0
